miRNA,SRR1273998,SRR1273999,SRR1274000,SRR1274001
Hsa-Mir-181-P1a_3p*,394.0,226.0,354.0,151.0
Hsa-Mir-181-P1a_3p* chr1 segs:1-30 cds:-:198859063-198859092,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_5p chr1 segs:1-31 cds:-:198859102-198859132,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_5p/P1b_5p,63595.0,45119.0,43424.0,31756.0
Hsa-Mir-181-P1b_3p*,656.0,528.0,442.0,340.0
Hsa-Mir-181-P1b_3p* chr9 segs:1-30 cds:+:124692516-124692545,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1b_5p chr9 segs:1-31 cds:+:124692478-124692508,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1c_3p*,120.0,100.0,57.0,37.0
Hsa-Mir-181-P1c_3p* chr19 segs:1-30 cds:+:13874762-13874791,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1c_5p,1623.0,1140.0,725.0,598.0
Hsa-Mir-181-P1c_5p chr19 segs:1-31 cds:+:13874723-13874753,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_3p*,7.0,7.0,8.0,0.0
Hsa-Mir-181-P2a_3p* chr1 segs:1-29 cds:-:198858881-198858909,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_5p chr1 segs:1-32 cds:-:198858918-198858949,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_5p/P2b_5p,3041.0,1893.0,1571.0,1242.0
Hsa-Mir-181-P2b_3p*,0.0,0.0,2.0,2.0
Hsa-Mir-181-P2b_3p* chr9 segs:1-30 cds:+:124693761-124693790,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2b_5p chr9 segs:1-32 cds:+:124693723-124693754,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_3p* chr19 segs:1-28 cds:+:13874951-13874978,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_5p,130.0,74.0,75.0,46.0
Hsa-Mir-181-P2c_5p chr19 segs:1-32 cds:+:13874908-13874939,0.0,0.0,0.0,0.0
Hsa-Mir-184_3p,0.0,0.0,0.0,4.0
Hsa-Mir-184_3p chr15 segs:1-30 cds:+:79209838-79209867,0.0,0.0,0.0,0.0
Hsa-Mir-184_5p* chr15 segs:1-31 cds:+:79209798-79209828,0.0,0.0,0.0,0.0
Hsa-Mir-185_3p*,16.0,18.0,20.0,9.0
Hsa-Mir-185_3p* chr22 segs:1-29 cds:+:20033186-20033214,0.0,0.0,0.0,0.0
Hsa-Mir-185_5p,153.0,159.0,83.0,45.0
Hsa-Mir-185_5p chr22 segs:1-30 cds:+:20033151-20033180,0.0,0.0,0.0,0.0
Hsa-Mir-186_3p*,6.0,0.0,0.0,3.0
Hsa-Mir-186_3p* chr1 segs:1-30 cds:-:71067636-71067665,0.0,0.0,0.0,0.0
Hsa-Mir-186_5p,18007.0,14782.0,13579.0,7385.0
Hsa-Mir-186_5p chr1 segs:1-31 cds:-:71067674-71067704,0.0,0.0,0.0,0.0
Hsa-Mir-187_3p,16.0,23.0,0.0,16.0
Hsa-Mir-187_3p chr18 segs:1-30 cds:-:35904829-35904858,0.0,0.0,0.0,0.0
Hsa-Mir-187_5p* chr18 segs:1-30 cds:-:35904864-35904893,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_3p*,4.0,0.0,4.0,4.0
Hsa-Mir-188-P1_3p* chrX segs:1-29 cds:+:50003554-50003582,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_5p,30.0,19.0,12.0,7.0
Hsa-Mir-188-P1_5p chrX segs:1-30 cds:+:50003515-50003544,0.0,0.0,0.0,0.0
Hsa-Mir-188-P2_3p*,75.0,54.0,27.0,29.0
Hsa-Mir-188-P2_3p* chrX segs:1-30 cds:+:50003202-50003231,0.0,0.0,0.0,0.0
Hsa-Mir-188-P2_5p,1110.0,1085.0,1026.0,604.0
Hsa-Mir-188-P2_5p chrX segs:1-30 cds:+:50003165-50003194,0.0,0.0,0.0,0.0
Hsa-Mir-188-P3_3p*,0.0,5.0,4.0,0.0
Hsa-Mir-188-P3_3p* chrX segs:1-31 cds:+:50013290-50013320,0.0,0.0,0.0,0.0
Hsa-Mir-188-P3_5p,1272.0,948.0,977.0,489.0
Hsa-Mir-188-P3_5p chrX segs:1-31 cds:+:50013254-50013284,0.0,0.0,0.0,0.0
Hsa-Mir-19-P1_3p,881.0,696.0,692.0,277.0
Hsa-Mir-19-P1_3p chr13 segs:1-31 cds:+:91350937-91350967,0.0,0.0,0.0,0.0
Hsa-Mir-19-P1_5p*,5.0,4.0,2.0,5.0
Hsa-Mir-19-P1_5p* chr13 segs:1-29 cds:+:91350902-91350930,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2a_3p chr13 segs:1-31 cds:+:91351243-91351273,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2a_3p/P2b_3p,5052.0,3581.0,3632.0,1390.0
Hsa-Mir-19-P2a_5p*,0.0,4.0,8.0,8.0
Hsa-Mir-19-P2a_5p* chr13 segs:1-31 cds:+:91351205-91351235,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2b_3p chrX segs:1-31 cds:-:134169677-134169707,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2b_5p* chrX segs:1-32 cds:-:134169719-134169750,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_3p* chr15 segs:1-30 cds:+:62824005-62824034,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_5p,127.0,133.0,93.0,51.0
Hsa-Mir-190-P1_5p chr15 segs:1-32 cds:+:62823969-62824000,0.0,0.0,0.0,0.0
Hsa-Mir-190-P2_3p* chr1 segs:1-31 cds:-:154193668-154193698,0.0,0.0,0.0,0.0
Hsa-Mir-190-P2_5p,23.0,17.0,6.0,6.0
Hsa-Mir-190-P2_5p chr1 segs:1-30 cds:-:154193706-154193735,0.0,0.0,0.0,0.0
Hsa-Mir-1908_3p* chr11 segs:1-29 cds:-:61815166-61815194,0.0,0.0,0.0,0.0
Hsa-Mir-1908_5p,0.0,6.0,0.0,0.0
Hsa-Mir-1908_5p chr11 segs:1-29 cds:-:61815203-61815231,0.0,0.0,0.0,0.0
Hsa-Mir-1910_3p chr16 segs:1-29 cds:-:85741624-85741652,0.0,0.0,0.0,0.0
Hsa-Mir-1910_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-1910_5p* chr16 segs:1-29 cds:-:85741663-85741691,0.0,0.0,0.0,0.0
Hsa-Mir-1911_3p* chrX segs:1-30 cds:+:114763230-114763259,0.0,0.0,0.0,0.0
Hsa-Mir-1911_5p chrX segs:1-31 cds:+:114763193-114763223,0.0,0.0,0.0,0.0
Hsa-Mir-1912_3p chrX segs:1-30 cds:+:114651587-114651616,0.0,0.0,0.0,0.0
Hsa-Mir-1912_5p* chrX segs:1-30 cds:+:114651554-114651583,0.0,0.0,0.0,0.0
Hsa-Mir-1913_3p* chr6 segs:1-30 cds:-:166509358-166509387,0.0,0.0,0.0,0.0
Hsa-Mir-1913_5p chr6 segs:1-30 cds:-:166509395-166509424,0.0,0.0,0.0,0.0
Hsa-Mir-1914_3p* chr20 segs:1-30 cds:-:63941469-63941498,0.0,0.0,0.0,0.0
Hsa-Mir-1914_5p chr20 segs:1-31 cds:-:63941504-63941534,0.0,0.0,0.0,0.0
Hsa-Mir-191_3p*,18.0,14.0,7.0,6.0
Hsa-Mir-191_3p* chr3 segs:1-30 cds:-:49020625-49020654,0.0,0.0,0.0,0.0
Hsa-Mir-191_5p,43091.0,47505.0,42478.0,31786.0
Hsa-Mir-191_5p chr3 segs:1-31 cds:-:49020666-49020696,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_3p*,223.0,152.0,138.0,82.0
Hsa-Mir-192-P1_3p* chr11 segs:1-30 cds:-:64891153-64891182,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_5p,561657.0,669800.0,428759.0,404179.0
Hsa-Mir-192-P1_5p chr11 segs:1-29 cds:-:64891197-64891225,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_5p.SNPA chr11 segs:1-29 cds:-:64891197-64891225,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_5p.SNPB chr11 segs:1-29 cds:-:64891197-64891225,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_5p.SNPC chr11 segs:1-29 cds:-:64891197-64891225,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_5p/P2_5p,81462.0,149986.0,88266.0,92193.0
Hsa-Mir-192-P2_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-192-P2_3p* chr1 segs:1-31 cds:-:220117871-220117901,0.0,0.0,0.0,0.0
Hsa-Mir-192-P2_5p chr1 segs:1-30 cds:-:220117909-220117938,0.0,0.0,0.0,0.0
Hsa-Mir-193-P1a_3p*,843.0,584.0,258.0,213.0
Hsa-Mir-193-P1a_3p* chr17 segs:1-30 cds:+:31560048-31560077,0.0,0.0,0.0,0.0
Hsa-Mir-193-P1a_5p,1067.0,1069.0,631.0,567.0
Hsa-Mir-193-P1a_5p chr17 segs:1-30 cds:+:31560014-31560043,0.0,0.0,0.0,0.0
Hsa-Mir-193-P1b_3p,2758.0,2575.0,1979.0,1079.0
Hsa-Mir-193-P1b_3p chr16 segs:1-30 cds:+:14304015-14304044,0.0,0.0,0.0,0.0
Hsa-Mir-193-P1b_5p*,95.0,74.0,43.0,30.0
Hsa-Mir-193-P1b_5p* chr16 segs:1-30 cds:+:14303978-14304007,0.0,0.0,0.0,0.0
Hsa-Mir-193-P2a_3p chr17 segs:1-30 cds:+:31575476-31575505,0.0,0.0,0.0,0.0
Hsa-Mir-193-P2a_3p/P2b_3p,1027.0,1088.0,616.0,407.0
Hsa-Mir-193-P2a_5p*,7.0,7.0,0.0,0.0
Hsa-Mir-193-P2a_5p* chr17 segs:1-31 cds:+:31575437-31575467,0.0,0.0,0.0,0.0
Hsa-Mir-193-P2b_3p chr16 segs:1-29 cds:+:14309338-14309366,0.0,0.0,0.0,0.0
Hsa-Mir-193-P2b_5p*,15.0,8.0,13.0,9.0
Hsa-Mir-193-P2b_5p* chr16 segs:1-31 cds:+:14309298-14309328,0.0,0.0,0.0,0.0
Hsa-Mir-194-P1_3p*,230.0,132.0,124.0,85.0
Hsa-Mir-194-P1_3p* chr11 segs:1-30 cds:-:64891362-64891391,0.0,0.0,0.0,0.0
Hsa-Mir-194-P1_5p chr11 segs:1-31 cds:-:64891397-64891427,0.0,0.0,0.0,0.0
Hsa-Mir-194-P1_5p/P2_5p,28319.0,29636.0,12801.0,16128.0
Hsa-Mir-194-P2_3p*,0.0,0.0,5.0,0.0
Hsa-Mir-194-P2_3p* chr1 segs:1-30 cds:-:220118164-220118193,0.0,0.0,0.0,0.0
Hsa-Mir-194-P2_5p chr1 segs:1-30 cds:-:220118200-220118229,0.0,0.0,0.0,0.0
Hsa-Mir-196-P1_3p* chr17 segs:1-30 cds:-:48632488-48632517,0.0,0.0,0.0,0.0
Hsa-Mir-196-P1_5p chr17 segs:1-30 cds:-:48632526-48632555,0.0,0.0,0.0,0.0
Hsa-Mir-196-P1_5p/P2_5p,0.0,0.0,25.0,0.0
Hsa-Mir-196-P2_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-196-P2_3p* chr12 segs:1-31 cds:+:53991796-53991826,0.0,0.0,0.0,0.0
Hsa-Mir-196-P2_3p*.SNPA chr12 segs:1-31 cds:+:53991796-53991826,0.0,0.0,0.0,0.0
Hsa-Mir-196-P2_3p*.SNPC chr12 segs:1-31 cds:+:53991796-53991826,0.0,0.0,0.0,0.0
Hsa-Mir-196-P2_5p chr12 segs:1-31 cds:+:53991760-53991790,0.0,0.0,0.0,0.0
Hsa-Mir-196-P3_3p* chr7 segs:1-31 cds:-:27169486-27169516,0.0,0.0,0.0,0.0
Hsa-Mir-196-P3_5p,8.0,9.0,12.0,8.0
Hsa-Mir-196-P3_5p chr7 segs:1-31 cds:-:27169521-27169551,0.0,0.0,0.0,0.0
Hsa-Mir-197_3p,908.0,746.0,635.0,360.0
Hsa-Mir-197_3p chr1 segs:1-30 cds:+:109598938-109598967,0.0,0.0,0.0,0.0
Hsa-Mir-197_5p* chr1 segs:1-31 cds:+:109598899-109598929,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v1_3p chr9 segs:1-30 cds:-:128244739-128244768,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v1_5p* chr9 segs:1-31 cds:-:128244777-128244807,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v1_5p*.SNPA chr9 segs:1-31 cds:-:128244777-128244807,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v1_5p*.SNPC chr9 segs:1-31 cds:-:128244777-128244807,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v2_3p chr9 segs:1-31 cds:-:128244739-128244769,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v2_5p* chr9 segs:1-32 cds:-:128244776-128244807,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v3_3p chr9 segs:1-29 cds:-:128244739-128244767,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v3_5p* chr9 segs:1-30 cds:-:128244778-128244807,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1_3p/P2_3p/P3_3p,11672.0,9990.0,5274.0,6309.0
Hsa-Mir-199-P1_5p*,207.0,200.0,92.0,50.0
Hsa-Mir-199-P1_5p*/P2_5p*,525.0,616.0,419.0,357.0
Hsa-Mir-199-P2-v1_3p chr19 segs:1-30 cds:-:10817423-10817452,0.0,0.0,0.0,0.0
Hsa-Mir-199-P2-v1_5p* chr19 segs:1-31 cds:-:10817463-10817493,0.0,0.0,0.0,0.0
Hsa-Mir-199-P2-v2_3p chr19 segs:1-31 cds:-:10817423-10817453,0.0,0.0,0.0,0.0
Hsa-Mir-199-P2-v2_5p* chr19 segs:1-32 cds:-:10817462-10817493,0.0,0.0,0.0,0.0
Hsa-Mir-199-P2-v3_3p chr19 segs:1-29 cds:-:10817423-10817451,0.0,0.0,0.0,0.0
Hsa-Mir-199-P2-v3_5p* chr19 segs:1-30 cds:-:10817464-10817493,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v1_3p chr1 segs:1-30 cds:-:172144548-172144577,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v1_5p* chr1 segs:1-31 cds:-:172144586-172144616,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v2_3p chr1 segs:1-31 cds:-:172144548-172144578,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v2_5p* chr1 segs:1-32 cds:-:172144585-172144616,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v3_3p chr1 segs:1-29 cds:-:172144548-172144576,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3-v3_5p* chr1 segs:1-30 cds:-:172144587-172144616,0.0,0.0,0.0,0.0
Hsa-Mir-199-P3_5p*,1237.0,1591.0,915.0,965.0
Hsa-Mir-202_3p chr10 segs:1-30 cds:-:133247530-133247559,0.0,0.0,0.0,0.0
Hsa-Mir-202_5p,0.0,0.0,0.0,0.0
Hsa-Mir-202_5p chr10 segs:1-29 cds:-:133247567-133247595,0.0,0.0,0.0,0.0
Hsa-Mir-203-v1_3p chr14 segs:1-30 cds:+:104117467-104117496,0.0,0.0,0.0,0.0
Hsa-Mir-203-v1_5p* chr14 segs:1-31 cds:+:104117429-104117459,0.0,0.0,0.0,0.0
Hsa-Mir-203-v2_3p chr14 segs:1-29 cds:+:104117468-104117496,0.0,0.0,0.0,0.0
Hsa-Mir-203-v2_5p* chr14 segs:1-30 cds:+:104117429-104117458,0.0,0.0,0.0,0.0
Hsa-Mir-203_3p,1333.0,593.0,427.0,487.0
Hsa-Mir-203_5p*,4.0,2.0,0.0,0.0
Hsa-Mir-204-P1_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-204-P1_3p* chr9 segs:1-29 cds:-:70809987-70810015,0.0,0.0,0.0,0.0
Hsa-Mir-204-P1_5p,670.0,602.0,626.0,393.0
Hsa-Mir-204-P1_5p chr9 segs:1-30 cds:-:70810025-70810054,0.0,0.0,0.0,0.0
Hsa-Mir-204-P2_3p* chr15 segs:1-29 cds:-:31065053-31065081,0.0,0.0,0.0,0.0
Hsa-Mir-204-P2_5p,14.0,18.0,15.0,10.0
Hsa-Mir-204-P2_5p chr15 segs:1-30 cds:-:31065089-31065118,0.0,0.0,0.0,0.0
Hsa-Mir-205-P1_3p* chr1 segs:1-29 cds:+:209432202-209432230,0.0,0.0,0.0,0.0
Hsa-Mir-205-P1_5p chr1 segs:1-31 cds:+:209432164-209432194,0.0,0.0,0.0,0.0
Hsa-Mir-208-P1_3p chr14 segs:1-30 cds:-:23388596-23388625,0.0,0.0,0.0,0.0
Hsa-Mir-208-P1_5p* chr14 segs:1-30 cds:-:23388631-23388660,0.0,0.0,0.0,0.0
Hsa-Mir-208-P2_3p chr14 segs:1-30 cds:-:23417991-23418020,0.0,0.0,0.0,0.0
Hsa-Mir-208-P2_5p* chr14 segs:1-30 cds:-:23418026-23418055,0.0,0.0,0.0,0.0
Hsa-Mir-210_3p,907.0,755.0,330.0,278.0
Hsa-Mir-210_3p chr11 segs:1-30 cds:-:568106-568135,0.0,0.0,0.0,0.0
Hsa-Mir-210_5p*,82.0,54.0,20.0,31.0
Hsa-Mir-210_5p* chr11 segs:1-30 cds:-:568144-568173,0.0,0.0,0.0,0.0
Hsa-Mir-2114_3p,3.0,0.0,0.0,0.0
Hsa-Mir-2114_3p chrX segs:1-31 cds:+:150228050-150228080,0.0,0.0,0.0,0.0
Hsa-Mir-2114_5p,3.0,4.0,0.0,0.0
Hsa-Mir-2114_5p chrX segs:1-30 cds:+:150228014-150228043,0.0,0.0,0.0,0.0
Hsa-Mir-2115_3p,0.0,7.0,0.0,0.0
Hsa-Mir-2115_3p chr3 segs:1-31 cds:-:48316374-48316404,0.0,0.0,0.0,0.0
Hsa-Mir-2115_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-2115_5p* chr3 segs:1-30 cds:-:48316412-48316441,0.0,0.0,0.0,0.0
Hsa-Mir-2116_3p,13.0,0.0,13.0,0.0
Hsa-Mir-2116_3p chr15 segs:1-29 cds:-:59171187-59171215,0.0,0.0,0.0,0.0
Hsa-Mir-2116_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-2116_5p* chr15 segs:1-29 cds:-:59171223-59171251,0.0,0.0,0.0,0.0
Hsa-Mir-214-v1_3p chr1 segs:1-30 cds:-:172138810-172138839,0.0,0.0,0.0,0.0
Hsa-Mir-214-v1_5p* chr1 segs:1-30 cds:-:172138851-172138880,0.0,0.0,0.0,0.0
Hsa-Mir-214-v2_3p chr1 segs:1-31 cds:-:172138810-172138840,0.0,0.0,0.0,0.0
Hsa-Mir-214-v2_5p* chr1 segs:1-31 cds:-:172138850-172138880,0.0,0.0,0.0,0.0
Hsa-Mir-214_3p,381.0,604.0,216.0,235.0
Hsa-Mir-214_5p*,129.0,156.0,72.0,77.0
Hsa-Mir-216-P1a_3p*,11.0,0.0,0.0,0.0
Hsa-Mir-216-P1a_3p* chr2 segs:1-30 cds:-:55988974-55989003,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1a_5p,5.0,5.0,6.0,7.0
Hsa-Mir-216-P1a_5p chr2 segs:1-31 cds:-:55989013-55989043,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1b_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1b_3p* chr2 segs:1-30 cds:-:56000718-56000747,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1b_5p,10.0,5.0,11.0,7.0
Hsa-Mir-216-P1b_5p chr2 segs:1-30 cds:-:56000758-56000787,0.0,0.0,0.0,0.0
Hsa-Mir-217-v1_3p* chr2 segs:1-31 cds:-:55982977-55983007,0.0,0.0,0.0,0.0
Hsa-Mir-217-v1_5p chr2 segs:1-32 cds:-:55983013-55983044,0.0,0.0,0.0,0.0
Hsa-Mir-217-v2_3p* chr2 segs:1-30 cds:-:55982977-55983006,0.0,0.0,0.0,0.0
Hsa-Mir-217-v2_5p chr2 segs:1-33 cds:-:55983013-55983045,0.0,0.0,0.0,0.0
Hsa-Mir-217_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-217_5p,8.0,2.0,7.0,0.0
Hsa-Mir-218-P1_3p* chr4 segs:1-30 cds:+:20528339-20528368,0.0,0.0,0.0,0.0
Hsa-Mir-218-P1_5p chr4 segs:1-30 cds:+:20528297-20528326,0.0,0.0,0.0,0.0
Hsa-Mir-218-P1_5p/P2_5p,80.0,71.0,57.0,26.0
Hsa-Mir-218-P2_3p* chr5 segs:1-29 cds:-:168768162-168768190,0.0,0.0,0.0,0.0
Hsa-Mir-218-P2_5p chr5 segs:1-29 cds:-:168768205-168768233,0.0,0.0,0.0,0.0
Hsa-Mir-219-P1_3p,21.0,7.0,0.0,6.0
Hsa-Mir-219-P1_3p chr6 segs:1-31 cds:+:33207894-33207924,0.0,0.0,0.0,0.0
Hsa-Mir-219-P1_5p*,11.0,13.0,0.0,0.0
Hsa-Mir-219-P1_5p* chr6 segs:1-31 cds:+:33207853-33207883,0.0,0.0,0.0,0.0
Hsa-Mir-219-P1_5p/P2_5p*,3.0,2.0,0.0,0.0
Hsa-Mir-219-P2-as_3p chr9 segs:1-31 cds:+:128392674-128392704,0.0,0.0,0.0,0.0
Hsa-Mir-219-P2-as_5p,0.0,0.0,0.0,0.0
Hsa-Mir-219-P2-as_5p chr9 segs:1-30 cds:+:128392632-128392661,0.0,0.0,0.0,0.0
Hsa-Mir-219-P2_3p chr9 segs:1-30 cds:-:128392626-128392655,0.0,0.0,0.0,0.0
Hsa-Mir-219-P2_5p* chr9 segs:1-31 cds:-:128392668-128392698,0.0,0.0,0.0,0.0
Hsa-Mir-21_3p*,3931.0,3196.0,3391.0,1437.0
Hsa-Mir-21_3p* chr17 segs:1-30 cds:+:59841309-59841338,0.0,0.0,0.0,0.0
Hsa-Mir-21_5p,156408.0,62092.0,105735.0,43344.0
Hsa-Mir-21_5p chr17 segs:1-32 cds:+:59841271-59841302,0.0,0.0,0.0,0.0
Hsa-Mir-22-P1a_3p,267207.0,359938.0,147164.0,196554.0
Hsa-Mir-22-P1a_3p chr17 segs:1-30 cds:-:1713908-1713937,0.0,0.0,0.0,0.0
Hsa-Mir-22-P1a_5p*,117.0,186.0,69.0,56.0
Hsa-Mir-22-P1a_5p* chr17 segs:1-30 cds:-:1713946-1713975,0.0,0.0,0.0,0.0
Hsa-Mir-221-P1_3p,829.0,823.0,797.0,339.0
Hsa-Mir-221-P1_3p chrX segs:1-31 cds:-:45746174-45746204,0.0,0.0,0.0,0.0
Hsa-Mir-221-P1_5p*,7.0,38.0,16.0,9.0
Hsa-Mir-221-P1_5p* chrX segs:1-34 cds:-:45746211-45746244,0.0,0.0,0.0,0.0
Hsa-Mir-221-P2_3p,495.0,396.0,215.0,160.0
Hsa-Mir-221-P2_3p chrX segs:1-32 cds:-:45747027-45747058,0.0,0.0,0.0,0.0
Hsa-Mir-221-P2_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-221-P2_5p* chrX segs:1-31 cds:-:45747068-45747098,0.0,0.0,0.0,0.0
Hsa-Mir-223_3p,1074.0,2336.0,381.0,335.0
Hsa-Mir-223_3p chrX segs:1-31 cds:+:66018935-66018965,0.0,0.0,0.0,0.0
Hsa-Mir-223_5p*,21.0,31.0,19.0,0.0
Hsa-Mir-223_5p* chrX segs:1-31 cds:+:66018893-66018923,0.0,0.0,0.0,0.0
Hsa-Mir-224_3p*,10.0,9.0,0.0,0.0
Hsa-Mir-224_3p* chrX segs:1-31 cds:-:151958577-151958607,0.0,0.0,0.0,0.0
Hsa-Mir-224_5p,185.0,44.0,48.0,41.0
Hsa-Mir-224_5p chrX segs:1-32 cds:-:151958622-151958653,0.0,0.0,0.0,0.0
Hsa-Mir-2276_3p,0.0,5.0,0.0,0.0
Hsa-Mir-2276_3p chr13 segs:1-30 cds:+:24162467-24162496,0.0,0.0,0.0,0.0
Hsa-Mir-2276_5p*,4.0,0.0,0.0,0.0
Hsa-Mir-2276_5p* chr13 segs:1-30 cds:+:24162429-24162458,0.0,0.0,0.0,0.0
Hsa-Mir-2277_3p*,13.0,10.0,0.0,0.0
Hsa-Mir-2277_3p* chr5 segs:1-31 cds:-:93620703-93620733,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p,0.0,6.0,6.0,0.0
Hsa-Mir-2277_5p chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPA chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPB chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0
Hsa-Mir-2277_5p.SNPC chr5 segs:1-32 cds:-:93620742-93620773,0.0,0.0,0.0,0.0
Hsa-Mir-23-P1_3p chr19 segs:1-30 cds:-:13836588-13836617,0.0,0.0,0.0,0.0
Hsa-Mir-23-P1_3p/P2_3p,22018.0,25605.0,17947.0,12539.0
Hsa-Mir-23-P1_5p*,28.0,17.0,5.0,6.0
Hsa-Mir-23-P1_5p* chr19 segs:1-30 cds:-:13836624-13836653,0.0,0.0,0.0,0.0
Hsa-Mir-23-P2_3p chr9 segs:1-31 cds:+:95085263-95085293,0.0,0.0,0.0,0.0
Hsa-Mir-23-P2_5p*,7.0,2.0,9.0,9.0
Hsa-Mir-23-P2_5p* chr9 segs:1-30 cds:+:95085225-95085254,0.0,0.0,0.0,0.0
Hsa-Mir-2355_3p,3.0,0.0,0.0,0.0
Hsa-Mir-2355_3p chr2 segs:1-30 cds:-:207109991-207110020,0.0,0.0,0.0,0.0
Hsa-Mir-2355_5p,30.0,42.0,22.0,16.0
Hsa-Mir-2355_5p chr2 segs:1-30 cds:-:207110036-207110065,0.0,0.0,0.0,0.0
Hsa-Mir-24-P1_3p chr19 segs:1-30 cds:-:13836283-13836312,0.0,0.0,0.0,0.0
Hsa-Mir-24-P1_3p/P2_3p,2496.0,2402.0,1761.0,1099.0
Hsa-Mir-24-P1_5p*,51.0,44.0,34.0,22.0
Hsa-Mir-24-P1_5p* chr19 segs:1-32 cds:-:13836319-13836350,0.0,0.0,0.0,0.0
Hsa-Mir-24-P2_3p chr9 segs:1-30 cds:+:95086062-95086091,0.0,0.0,0.0,0.0
Hsa-Mir-24-P2_5p*,30.0,42.0,24.0,18.0
Hsa-Mir-24-P2_5p* chr9 segs:1-31 cds:+:95086024-95086054,0.0,0.0,0.0,0.0
Hsa-Mir-2467_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-2467_3p* chr2 segs:1-30 cds:-:239351726-239351755,0.0,0.0,0.0,0.0
Hsa-Mir-2467_5p,24.0,19.0,25.0,10.0
Hsa-Mir-2467_5p chr2 segs:1-32 cds:-:239351764-239351795,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_3p*,230.0,197.0,103.0,111.0
Hsa-Mir-26-P1_3p* chr2 segs:1-30 cds:+:218402690-218402719,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p chr2 segs:1-30 cds:+:218402655-218402684,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p/P2_5p,241173.0,272021.0,311070.0,144963.0
Hsa-Mir-26-P2_3p*,120.0,57.0,67.0,26.0
Hsa-Mir-26-P2_3p* chr12 segs:1-30 cds:-:57824614-57824643,0.0,0.0,0.0,0.0
Hsa-Mir-26-P2_5p chr12 segs:1-30 cds:-:57824652-57824681,0.0,0.0,0.0,0.0
